seat_id,event_id,seat_label,section,seat_price,seat_status,created_at
114,1,R06-S14,STANDARD,1199.0,AVAILABLE,2024-10-15 14:52:58
115,1,R06-S15,STANDARD,1199.0,SOLD,2025-12-11 16:53:47
116,1,R06-S16,STANDARD,1199.0,AVAILABLE,2025-09-26 01:29:40
117,1,R06-S17,STANDARD,1199.0,AVAILABLE,2025-01-30 14:10:52
118,1,R06-S18,STANDARD,1199.0,AVAILABLE,2025-01-10 20:01:46
119,1,R06-S19,ECONOMY,899.25,AVAILABLE,2025-11-22 03:27:07
120,1,R06-S20,ECONOMY,899.25,AVAILABLE,2024-06-24 06:32:39
121,1,R07-S01,ECONOMY,899.25,AVAILABLE,2025-03-25 00:44:50
122,1,R07-S02,ECONOMY,899.25,AVAILABLE,2024-12-30 12:28:47
123,1,R07-S03,ECONOMY,899.25,AVAILABLE,2024-09-18 00:42:34
124,1,R07-S04,ECONOMY,899.25,AVAILABLE,2025-05-27 08:25:29
125,1,R07-S05,ECONOMY,899.25,AVAILABLE,2024-10-19 23:47:19
126,1,R07-S06,ECONOMY,899.25,AVAILABLE,2024-03-03 15:28:55
127,1,R07-S07,ECONOMY,899.25,AVAILABLE,2024-08-02 10:26:46
128,1,R07-S08,ECONOMY,899.25,SOLD,2024-09-01 14:37:19
129,1,R07-S09,ECONOMY,899.25,AVAILABLE,2024-07-03 14:46:44
130,1,R07-S10,ECONOMY,899.25,SOLD,2024-06-06 07:07:33
131,1,R07-S11,ECONOMY,899.25,AVAILABLE,2025-08-20 15:01:09
132,1,R07-S12,ECONOMY,899.25,AVAILABLE,2024-02-29 00:34:10
133,1,R07-S13,ECONOMY,899.25,AVAILABLE,2025-12-20 08:41:27
134,1,R07-S14,ECONOMY,899.25,AVAILABLE,2024-06-13 12:47:44
135,1,R07-S15,ECONOMY,899.25,AVAILABLE,2025-07-03 12:47:47
136,1,R07-S16,ECONOMY,899.25,AVAILABLE,2025-03-04 18:53:19
137,1,R07-S17,ECONOMY,899.25,HELD,2024-09-22 02:59:56
138,1,R07-S18,ECONOMY,899.25,AVAILABLE,2025-03-22 13:34:28
139,1,R07-S19,ECONOMY,899.25,AVAILABLE,2025-12-23 21:04:07
140,1,R07-S20,ECONOMY,899.25,AVAILABLE,2025-11-09 22:11:04
141,1,R08-S01,ECONOMY,899.25,AVAILABLE,2025-06-29 01:00:24
142,1,R08-S02,ECONOMY,899.25,AVAILABLE,2025-12-22 06:50:24
143,1,R08-S03,ECONOMY,899.25,AVAILABLE,2025-11-08 05:02:25
144,1,R08-S04,ECONOMY,899.25,SOLD,2024-11-27 17:22:35
145,1,R08-S05,ECONOMY,899.25,AVAILABLE,2025-07-16 10:25:18
146,1,R08-S06,ECONOMY,899.25,AVAILABLE,2024-01-30 05:53:04
147,1,R08-S07,ECONOMY,899.25,AVAILABLE,2025-01-05 22:09:20
148,1,R08-S08,ECONOMY,899.25,AVAILABLE,2025-08-10 22:25:19
149,1,R08-S09,ECONOMY,899.25,AVAILABLE,2024-05-23 07:03:55
150,1,R08-S10,ECONOMY,899.25,AVAILABLE,2024-12-14 03:26:42
151,1,R08-S11,ECONOMY,899.25,AVAILABLE,2025-12-20 12:38:33
152,1,R08-S12,ECONOMY,899.25,AVAILABLE,2024-09-15 05:45:10
153,1,R08-S13,ECONOMY,899.25,AVAILABLE,2024-02-18 03:58:51
154,1,R08-S14,ECONOMY,899.25,AVAILABLE,2024-01-03 06:42:09
155,1,R08-S15,ECONOMY,899.25,AVAILABLE,2024-12-17 20:18:26
156,1,R08-S16,ECONOMY,899.25,AVAILABLE,2024-02-06 04:07:42
157,1,R08-S17,ECONOMY,899.25,AVAILABLE,2024-08-27 00:41:10
158,1,R08-S18,ECONOMY,899.25,AVAILABLE,2024-03-13 12:00:29
159,2,R01-S01,VIP,718.2,AVAILABLE,2024-11-05 01:30:40
160,2,R01-S02,VIP,718.2,AVAILABLE,2025-02-05 05:31:24
161,2,R01-S03,VIP,718.2,AVAILABLE,2024-04-15 15:51:24
162,2,R01-S04,VIP,718.2,AVAILABLE,2024-09-10 09:21:41
163,2,R01-S05,VIP,718.2,AVAILABLE,2024-05-23 01:04:10
164,2,R01-S06,VIP,718.2,AVAILABLE,2025-11-25 10:54:19
165,2,R01-S07,VIP,718.2,AVAILABLE,2024-08-05 09:37:17
166,2,R01-S08,VIP,718.2,AVAILABLE,2025-05-08 06:07:08
167,2,R01-S09,VIP,718.2,AVAILABLE,2025-12-21 12:04:25
168,2,R01-S10,VIP,718.2,AVAILABLE,2024-04-14 15:42:21
169,2,R01-S11,VIP,718.2,AVAILABLE,2025-05-26 15:04:48
170,2,R01-S12,PREMIUM,518.7,AVAILABLE,2025-10-28 11:17:27
171,2,R01-S13,PREMIUM,518.7,AVAILABLE,2024-03-21 20:44:58
172,2,R01-S14,PREMIUM,518.7,AVAILABLE,2025-08-03 12:21:43
173,2,R01-S15,PREMIUM,518.7,AVAILABLE,2025-11-26 03:54:33
174,2,R01-S16,PREMIUM,518.7,AVAILABLE,2024-04-28 05:14:33
175,2,R01-S17,PREMIUM,518.7,AVAILABLE,2025-12-07 22:37:26
176,2,R01-S18,PREMIUM,518.7,AVAILABLE,2025-03-16 17:42:14
177,2,R01-S19,PREMIUM,518.7,AVAILABLE,2024-02-25 02:10:07
178,2,R01-S20,PREMIUM,518.7,AVAILABLE,2024-10-06 11:33:23
179,2,R02-S01,PREMIUM,518.7,AVAILABLE,2025-11-20 20:18:30
180,2,R02-S02,PREMIUM,518.7,AVAILABLE,2024-09-13 22:07:24
181,2,R02-S03,PREMIUM,518.7,AVAILABLE,2025-02-04 12:26:42
182,2,R02-S04,PREMIUM,518.7,AVAILABLE,2025-12-23 15:53:28
183,2,R02-S05,PREMIUM,518.7,AVAILABLE,2024-05-29 01:44:07
184,2,R02-S06,PREMIUM,518.7,AVAILABLE,2025-04-18 11:20:43
185,2,R02-S07,PREMIUM,518.7,AVAILABLE,2025-04-22 03:52:37
186,2,R02-S08,PREMIUM,518.7,AVAILABLE,2024-10-21 07:35:35
187,2,R02-S09,PREMIUM,518.7,AVAILABLE,2025-10-19 22:13:03
188,2,R02-S10,PREMIUM,518.7,AVAILABLE,2025-01-18 03:14:23
189,2,R02-S11,PREMIUM,518.7,AVAILABLE,2024-08-28 01:06:10
190,2,R02-S12,PREMIUM,518.7,AVAILABLE,2025-12-07 08:03:15
191,2,R02-S13,PREMIUM,518.7,AVAILABLE,2024-06-14 02:41:00
192,2,R02-S14,PREMIUM,518.7,AVAILABLE,2025-02-20 21:12:25
193,2,R02-S15,PREMIUM,518.7,AVAILABLE,2024-03-07 14:23:12
194,2,R02-S16,PREMIUM,518.7,AVAILABLE,2024-08-14 22:11:24
195,2,R02-S17,PREMIUM,518.7,AVAILABLE,2025-10-19 08:53:23
196,2,R02-S18,PREMIUM,518.7,AVAILABLE,2024-07-20 16:50:02
197,2,R02-S19,PREMIUM,518.7,AVAILABLE,2024-04-18 23:59:46
198,2,R02-S20,STANDARD,399.0,SOLD,2025-08-14 06:34:29
199,2,R03-S01,STANDARD,399.0,SOLD,2025-08-27 13:03:51
200,2,R03-S02,STANDARD,399.0,AVAILABLE,2024-10-18 13:26:12
201,2,R03-S03,STANDARD,399.0,AVAILABLE,2024-07-30 05:28:59
202,2,R03-S04,STANDARD,399.0,AVAILABLE,2025-03-25 02:11:13
203,2,R03-S05,STANDARD,399.0,AVAILABLE,2025-10-04 06:09:51
204,2,R03-S06,STANDARD,399.0,AVAILABLE,2025-12-01 00:57:29
205,2,R03-S07,STANDARD,399.0,AVAILABLE,2025-06-06 10:50:09
206,2,R03-S08,STANDARD,399.0,AVAILABLE,2024-02-07 18:56:39
207,2,R03-S09,STANDARD,399.0,AVAILABLE,2024-03-15 23:59:38
208,2,R03-S10,STANDARD,399.0,SOLD,2024-04-05 05:26:44
209,2,R03-S11,STANDARD,399.0,SOLD,2024-06-22 09:11:28
210,2,R03-S12,STANDARD,399.0,AVAILABLE,2025-04-26 21:03:36
211,2,R03-S13,STANDARD,399.0,AVAILABLE,2024-12-26 08:31:26
212,2,R03-S14,STANDARD,399.0,AVAILABLE,2025-09-19 18:52:07
213,2,R03-S15,STANDARD,399.0,AVAILABLE,2025-09-12 04:37:02
214,2,R03-S16,STANDARD,399.0,AVAILABLE,2024-02-11 02:14:38
215,2,R03-S17,STANDARD,399.0,AVAILABLE,2025-09-26 07:39:12
216,2,R03-S18,STANDARD,399.0,SOLD,2025-08-21 22:26:38
217,2,R03-S19,STANDARD,399.0,SOLD,2024-06-28 03:58:27
218,2,R03-S20,STANDARD,399.0,SOLD,2024-04-09 20:55:52
219,2,R04-S01,STANDARD,399.0,AVAILABLE,2024-10-21 17:15:51
220,2,R04-S02,STANDARD,399.0,AVAILABLE,2025-05-20 21:27:18
221,2,R04-S03,STANDARD,399.0,AVAILABLE,2025-12-23 17:23:17
222,2,R04-S04,STANDARD,399.0,AVAILABLE,2025-05-19 08:10:20
223,2,R04-S05,STANDARD,399.0,AVAILABLE,2025-04-25 09:46:37
224,2,R04-S06,STANDARD,399.0,AVAILABLE,2024-02-20 10:28:36
225,2,R04-S07,STANDARD,399.0,AVAILABLE,2025-12-06 09:33:49
226,2,R04-S08,STANDARD,399.0,AVAILABLE,2025-09-20 02:52:21
227,2,R04-S09,STANDARD,399.0,AVAILABLE,2024-09-05 18:36:55
228,2,R04-S10,STANDARD,399.0,AVAILABLE,2024-11-28 08:47:36
229,2,R04-S11,STANDARD,399.0,AVAILABLE,2024-04-01 09:34:24
230,2,R04-S12,STANDARD,399.0,AVAILABLE,2024-08-13 03:27:37
231,2,R04-S13,STANDARD,399.0,SOLD,2024-02-11 23:25:13
232,2,R04-S14,STANDARD,399.0,AVAILABLE,2024-01-10 01:32:59
233,2,R04-S15,STANDARD,399.0,AVAILABLE,2025-12-19 02:50:07
234,2,R04-S16,STANDARD,399.0,SOLD,2025-06-15 10:11:28
235,2,R04-S17,STANDARD,399.0,SOLD,2025-03-01 05:49:11
236,2,R04-S18,STANDARD,399.0,AVAILABLE,2024-05-30 18:15:58
237,2,R04-S19,STANDARD,399.0,AVAILABLE,2024-05-14 09:55:14
238,2,R04-S20,STANDARD,399.0,AVAILABLE,2024-09-23 05:19:45
239,2,R05-S01,STANDARD,399.0,AVAILABLE,2025-05-31 11:32:30
240,2,R05-S02,STANDARD,399.0,AVAILABLE,2025-12-15 23:17:44
241,2,R05-S03,STANDARD,399.0,AVAILABLE,2025-03-11 06:41:48
242,2,R05-S04,STANDARD,399.0,AVAILABLE,2024-07-30 03:24:37
243,2,R05-S05,STANDARD,399.0,AVAILABLE,2025-07-15 09:24:42
244,2,R05-S06,STANDARD,399.0,AVAILABLE,2024-10-16 19:19:06
245,2,R05-S07,STANDARD,399.0,AVAILABLE,2024-10-03 14:13:05
246,2,R05-S08,STANDARD,399.0,AVAILABLE,2025-03-25 01:51:53
247,2,R05-S09,STANDARD,399.0,AVAILABLE,2024-09-20 05:35:29
248,2,R05-S10,STANDARD,399.0,AVAILABLE,2024-11-23 00:42:56
249,2,R05-S11,STANDARD,399.0,SOLD,2025-04-29 23:01:51
250,2,R05-S12,STANDARD,399.0,AVAILABLE,2024-12-27 20:44:20
251,2,R05-S13,STANDARD,399.0,AVAILABLE,2024-07-26 18:10:35
252,2,R05-S14,STANDARD,399.0,AVAILABLE,2025-02-06 10:45:52
253,2,R05-S15,STANDARD,399.0,AVAILABLE,2024-02-23 12:22:25
254,2,R05-S16,STANDARD,399.0,AVAILABLE,2024-01-14 18:56:46
255,2,R05-S17,STANDARD,399.0,AVAILABLE,2025-08-29 20:01:16
256,2,R05-S18,STANDARD,399.0,AVAILABLE,2024-11-24 21:03:02
257,2,R05-S19,STANDARD,399.0,AVAILABLE,2024-08-18 06:02:32
258,2,R05-S20,STANDARD,399.0,AVAILABLE,2024-02-08 15:48:55
259,2,R06-S01,STANDARD,399.0,AVAILABLE,2024-06-05 01:00:34
260,2,R06-S02,STANDARD,399.0,AVAILABLE,2025-06-03 09:48:42
261,2,R06-S03,STANDARD,399.0,AVAILABLE,2025-09-14 15:19:48
262,2,R06-S04,STANDARD,399.0,AVAILABLE,2024-07-15 15:04:35
263,2,R06-S05,STANDARD,399.0,AVAILABLE,2024-11-23 01:06:48
264,2,R06-S06,ECONOMY,299.25,AVAILABLE,2024-05-03 20:42:58
265,2,R06-S07,ECONOMY,299.25,AVAILABLE,2024-09-20 19:28:55
266,2,R06-S08,ECONOMY,299.25,AVAILABLE,2024-09-23 01:42:57
267,2,R06-S09,ECONOMY,299.25,AVAILABLE,2024-10-19 19:05:49
268,2,R06-S10,ECONOMY,299.25,AVAILABLE,2024-04-12 11:32:37
269,2,R06-S11,ECONOMY,299.25,AVAILABLE,2025-08-25 15:35:03
270,2,R06-S12,ECONOMY,299.25,AVAILABLE,2024-04-18 11:07:40
271,2,R06-S13,ECONOMY,299.25,AVAILABLE,2024-05-12 14:08:47
272,2,R06-S14,ECONOMY,299.25,AVAILABLE,2025-04-24 07:20:40
273,2,R06-S15,ECONOMY,299.25,AVAILABLE,2024-09-20 23:22:11
274,2,R06-S16,ECONOMY,299.25,AVAILABLE,2024-08-28 05:05:55
275,2,R06-S17,ECONOMY,299.25,AVAILABLE,2024-05-27 13:51:15
276,2,R06-S18,ECONOMY,299.25,AVAILABLE,2025-10-10 20:38:52
277,2,R06-S19,ECONOMY,299.25,SOLD,2024-11-17 02:31:30
278,2,R06-S20,ECONOMY,299.25,AVAILABLE,2024-12-15 07:03:59
279,2,R07-S01,ECONOMY,299.25,AVAILABLE,2025-02-14 07:02:39
280,2,R07-S02,ECONOMY,299.25,AVAILABLE,2024-07-16 21:55:43
281,2,R07-S03,ECONOMY,299.25,AVAILABLE,2025-09-26 02:57:50
282,2,R07-S04,ECONOMY,299.25,AVAILABLE,2025-10-31 18:40:17
283,2,R07-S05,ECONOMY,299.25,AVAILABLE,2025-03-07 18:32:02
284,2,R07-S06,ECONOMY,299.25,AVAILABLE,2025-02-25 22:25:03
285,2,R07-S07,ECONOMY,299.25,AVAILABLE,2025-10-16 11:10:55
286,2,R07-S08,ECONOMY,299.25,SOLD,2025-05-03 14:06:52
287,2,R07-S09,ECONOMY,299.25,AVAILABLE,2025-02-04 21:25:25
288,2,R07-S10,ECONOMY,299.25,AVAILABLE,2025-12-12 04:01:45
289,2,R07-S11,ECONOMY,299.25,AVAILABLE,2024-10-04 10:26:51
290,2,R07-S12,ECONOMY,299.25,AVAILABLE,2024-07-16 15:05:33
291,2,R07-S13,ECONOMY,299.25,AVAILABLE,2025-11-01 13:54:52
292,2,R07-S14,ECONOMY,299.25,AVAILABLE,2024-10-11 22:11:22
293,2,R07-S15,ECONOMY,299.25,AVAILABLE,2025-08-06 16:16:10
294,2,R07-S16,ECONOMY,299.25,AVAILABLE,2025-11-16 17:11:16
295,2,R07-S17,ECONOMY,299.25,AVAILABLE,2025-07-12 09:43:56
296,2,R07-S18,ECONOMY,299.25,SOLD,2025-02-16 04:02:52
297,2,R07-S19,ECONOMY,299.25,AVAILABLE,2024-07-06 16:34:15
298,2,R07-S20,ECONOMY,299.25,AVAILABLE,2024-02-10 22:55:23
299,2,R08-S01,ECONOMY,299.25,AVAILABLE,2025-07-29 21:40:10
300,3,R01-S01,VIP,2698.2,AVAILABLE,2025-08-27 09:25:25
301,3,R01-S02,VIP,2698.2,AVAILABLE,2024-10-17 15:44:01
302,3,R01-S03,VIP,2698.2,AVAILABLE,2025-06-09 01:04:24
303,3,R01-S04,VIP,2698.2,AVAILABLE,2024-01-14 18:20:50
304,3,R01-S05,VIP,2698.2,AVAILABLE,2024-05-15 18:24:43
305,3,R01-S06,VIP,2698.2,SOLD,2025-09-13 21:29:08
306,3,R01-S07,VIP,2698.2,AVAILABLE,2025-09-22 13:36:02
307,3,R01-S08,VIP,2698.2,AVAILABLE,2024-12-20 06:40:44
308,3,R01-S09,VIP,2698.2,AVAILABLE,2024-02-04 01:10:47
309,3,R01-S10,VIP,2698.2,AVAILABLE,2024-04-25 19:24:33
310,3,R01-S11,VIP,2698.2,SOLD,2025-05-14 12:46:22
311,3,R01-S12,VIP,2698.2,AVAILABLE,2024-01-24 15:59:08
312,3,R01-S13,VIP,2698.2,AVAILABLE,2024-02-22 08:47:12
313,3,R01-S14,VIP,2698.2,SOLD,2025-10-03 07:04:58
314,3,R01-S15,PREMIUM,1948.7,AVAILABLE,2024-04-07 05:56:57
315,3,R01-S16,PREMIUM,1948.7,AVAILABLE,2024-06-08 20:41:28
316,3,R01-S17,PREMIUM,1948.7,AVAILABLE,2024-06-22 12:41:02
317,3,R01-S18,PREMIUM,1948.7,AVAILABLE,2025-07-09 21:58:22
318,3,R01-S19,PREMIUM,1948.7,AVAILABLE,2024-12-19 06:38:27
319,3,R01-S20,PREMIUM,1948.7,AVAILABLE,2024-05-04 12:41:59
320,3,R02-S01,PREMIUM,1948.7,AVAILABLE,2024-03-14 17:59:00
321,3,R02-S02,PREMIUM,1948.7,AVAILABLE,2025-09-20 03:42:20
322,3,R02-S03,PREMIUM,1948.7,AVAILABLE,2025-12-16 22:31:14
323,3,R02-S04,PREMIUM,1948.7,AVAILABLE,2025-08-04 14:25:22
324,3,R02-S05,PREMIUM,1948.7,SOLD,2024-06-29 10:34:32
325,3,R02-S06,PREMIUM,1948.7,AVAILABLE,2025-02-20 03:54:31
326,3,R02-S07,PREMIUM,1948.7,SOLD,2025-11-20 07:48:56
327,3,R02-S08,PREMIUM,1948.7,AVAILABLE,2025-01-27 02:31:46
328,3,R02-S09,PREMIUM,1948.7,AVAILABLE,2024-02-01 16:35:02
329,3,R02-S10,PREMIUM,1948.7,AVAILABLE,2024-01-12 18:45:08
330,3,R02-S11,PREMIUM,1948.7,AVAILABLE,2025-04-12 17:08:26
331,3,R02-S12,PREMIUM,1948.7,SOLD,2025-02-05 09:10:34
332,3,R02-S13,PREMIUM,1948.7,AVAILABLE,2025-09-16 02:23:08
333,3,R02-S14,PREMIUM,1948.7,AVAILABLE,2024-04-10 21:39:35
334,3,R02-S15,PREMIUM,1948.7,SOLD,2024-05-13 04:32:34
335,3,R02-S16,PREMIUM,1948.7,AVAILABLE,2025-06-05 19:55:15
336,3,R02-S17,PREMIUM,1948.7,AVAILABLE,2024-03-27 13:19:00
337,3,R02-S18,PREMIUM,1948.7,AVAILABLE,2024-11-02 01:21:40
